subscriberId,campaignType,tenureMonths,monthlyDataUsageGb,monthlyVoiceMinutes,monthlySpendTry,currentTariff,pastAcceptedOffers,pastDeclinedOffers,complaintCount6m,usageTrend,trueConversionProbability,converted
SUB-0129,SADAKAT,49,10.03,65,461.6,PREMIUM,7,1,1,-0.202,0.8461,0
SUB-0130,EK_PAKET,54,14.65,828,320.95,STANDART,0,9,3,-0.12,0.138,0
SUB-0130,TARIFE_YUKSELTME,54,14.65,828,320.95,STANDART,0,9,3,-0.12,0.162,0
SUB-0130,CIHAZ_FIRSATI,54,14.65,828,320.95,STANDART,0,9,3,-0.12,0.435,0
SUB-0130,SADAKAT,54,14.65,828,320.95,STANDART,0,9,3,-0.12,0.3586,1
SUB-0131,EK_PAKET,48,4.57,843,170.25,EKONOMIK,3,5,0,-0.081,0.2602,0
SUB-0131,TARIFE_YUKSELTME,48,4.57,843,170.25,EKONOMIK,3,5,0,-0.081,0.32,0
SUB-0131,CIHAZ_FIRSATI,48,4.57,843,170.25,EKONOMIK,3,5,0,-0.081,0.5457,0
SUB-0131,SADAKAT,48,4.57,843,170.25,EKONOMIK,3,5,0,-0.081,0.6798,1
SUB-0132,EK_PAKET,47,28.26,199,312.06,STANDART,5,2,2,0.06,0.8604,1
SUB-0132,TARIFE_YUKSELTME,47,28.26,199,312.06,STANDART,5,2,2,0.06,0.8464,0
SUB-0132,CIHAZ_FIRSATI,47,28.26,199,312.06,STANDART,5,2,2,0.06,0.8951,1
SUB-0132,SADAKAT,47,28.26,199,312.06,STANDART,5,2,2,0.06,0.6544,1
SUB-0133,EK_PAKET,8,5.72,538,462.76,PREMIUM,0,1,1,0.153,0.3515,1
SUB-0133,TARIFE_YUKSELTME,8,5.72,538,462.76,PREMIUM,0,1,1,0.153,0.1275,0
SUB-0133,CIHAZ_FIRSATI,8,5.72,538,462.76,PREMIUM,0,1,1,0.153,0.3762,0
SUB-0133,SADAKAT,8,5.72,538,462.76,PREMIUM,0,1,1,0.153,0.5013,0
SUB-0134,EK_PAKET,47,19.65,986,383.47,STANDART,2,5,2,0.201,0.4813,0
SUB-0134,TARIFE_YUKSELTME,47,19.65,986,383.47,STANDART,2,5,2,0.201,0.3941,0
SUB-0134,CIHAZ_FIRSATI,47,19.65,986,383.47,STANDART,2,5,2,0.201,0.7188,1
SUB-0134,SADAKAT,47,19.65,986,383.47,STANDART,2,5,2,0.201,0.6316,1
SUB-0135,EK_PAKET,67,26.01,375,607.84,PREMIUM,4,7,1,0.468,0.7344,1
SUB-0135,TARIFE_YUKSELTME,67,26.01,375,607.84,PREMIUM,4,7,1,0.468,0.4004,1
SUB-0135,CIHAZ_FIRSATI,67,26.01,375,607.84,PREMIUM,4,7,1,0.468,0.8878,1
SUB-0135,SADAKAT,67,26.01,375,607.84,PREMIUM,4,7,1,0.468,0.8978,1
SUB-0136,EK_PAKET,26,19.62,322,224.75,EKONOMIK,1,3,0,0.399,0.6664,1
SUB-0136,TARIFE_YUKSELTME,26,19.62,322,224.75,EKONOMIK,1,3,0,0.399,0.5626,1
SUB-0136,CIHAZ_FIRSATI,26,19.62,322,224.75,EKONOMIK,1,3,0,0.399,0.6378,1
SUB-0136,SADAKAT,26,19.62,322,224.75,EKONOMIK,1,3,0,0.399,0.6539,0
SUB-0137,EK_PAKET,51,43.17,355,748.64,PREMIUM,4,4,0,-0.277,0.8887,1
SUB-0137,TARIFE_YUKSELTME,51,43.17,355,748.64,PREMIUM,4,4,0,-0.277,0.7552,1
SUB-0137,CIHAZ_FIRSATI,51,43.17,355,748.64,PREMIUM,4,4,0,-0.277,0.7986,0
SUB-0137,SADAKAT,51,43.17,355,748.64,PREMIUM,4,4,0,-0.277,0.7551,1
SUB-0138,EK_PAKET,3,1.5,504,145.47,EKONOMIK,0,0,1,-0.346,0.205,0
SUB-0138,TARIFE_YUKSELTME,3,1.5,504,145.47,EKONOMIK,0,0,1,-0.346,0.343,1
SUB-0138,CIHAZ_FIRSATI,3,1.5,504,145.47,EKONOMIK,0,0,1,-0.346,0.3991,1
SUB-0138,SADAKAT,3,1.5,504,145.47,EKONOMIK,0,0,1,-0.346,0.34,0
SUB-0139,EK_PAKET,30,7.85,245,181.65,EKONOMIK,0,5,1,-0.057,0.3656,1
SUB-0139,TARIFE_YUKSELTME,30,7.85,245,181.65,EKONOMIK,0,5,1,-0.057,0.3324,0
SUB-0139,CIHAZ_FIRSATI,30,7.85,245,181.65,EKONOMIK,0,5,1,-0.057,0.477,1
SUB-0139,SADAKAT,30,7.85,245,181.65,EKONOMIK,0,5,1,-0.057,0.4913,1
SUB-0140,EK_PAKET,37,25.73,300,484.22,STANDART,3,3,0,-0.108,0.7746,1
SUB-0140,TARIFE_YUKSELTME,37,25.73,300,484.22,STANDART,3,3,0,-0.108,0.8071,1
SUB-0140,CIHAZ_FIRSATI,37,25.73,300,484.22,STANDART,3,3,0,-0.108,0.509,1
SUB-0140,SADAKAT,37,25.73,300,484.22,STANDART,3,3,0,-0.108,0.7462,0
SUB-0141,EK_PAKET,83,3.75,511,128.34,EKONOMIK,3,10,1,-0.428,0.0796,1
SUB-0141,TARIFE_YUKSELTME,83,3.75,511,128.34,EKONOMIK,3,10,1,-0.428,0.2381,0
SUB-0141,CIHAZ_FIRSATI,83,3.75,511,128.34,EKONOMIK,3,10,1,-0.428,0.5903,1
SUB-0141,SADAKAT,83,3.75,511,128.34,EKONOMIK,3,10,1,-0.428,0.6794,0
SUB-0142,EK_PAKET,19,5.87,280,114.5,EKONOMIK,2,1,0,-0.105,0.3751,1
SUB-0142,TARIFE_YUKSELTME,19,5.87,280,114.5,EKONOMIK,2,1,0,-0.105,0.4963,0
SUB-0142,CIHAZ_FIRSATI,19,5.87,280,114.5,EKONOMIK,2,1,0,-0.105,0.5446,0
SUB-0142,SADAKAT,19,5.87,280,114.5,EKONOMIK,2,1,0,-0.105,0.6441,1
SUB-0143,EK_PAKET,24,16.07,143,209.43,EKONOMIK,0,4,1,-0.196,0.3332,0
SUB-0143,TARIFE_YUKSELTME,24,16.07,143,209.43,EKONOMIK,0,4,1,-0.196,0.4491,1
SUB-0143,CIHAZ_FIRSATI,24,16.07,143,209.43,EKONOMIK,0,4,1,-0.196,0.2289,0
SUB-0143,SADAKAT,24,16.07,143,209.43,EKONOMIK,0,4,1,-0.196,0.3792,1
SUB-0144,EK_PAKET,35,11.65,58,329.99,STANDART,0,5,0,-0.185,0.4541,1
SUB-0144,TARIFE_YUKSELTME,35,11.65,58,329.99,STANDART,0,5,0,-0.185,0.3742,1
SUB-0144,CIHAZ_FIRSATI,35,11.65,58,329.99,STANDART,0,5,0,-0.185,0.5581,1
SUB-0144,SADAKAT,35,11.65,58,329.99,STANDART,0,5,0,-0.185,0.58,0
SUB-0145,EK_PAKET,84,15.4,427,308.25,STANDART,8,6,0,-0.061,0.6299,1
SUB-0145,TARIFE_YUKSELTME,84,15.4,427,308.25,STANDART,8,6,0,-0.061,0.8088,1
SUB-0145,CIHAZ_FIRSATI,84,15.4,427,308.25,STANDART,8,6,0,-0.061,0.8621,1
SUB-0145,SADAKAT,84,15.4,427,308.25,STANDART,8,6,0,-0.061,0.8886,1
SUB-0146,EK_PAKET,72,12.37,944,134.38,EKONOMIK,6,6,1,0.382,0.5439,0
SUB-0146,TARIFE_YUKSELTME,72,12.37,944,134.38,EKONOMIK,6,6,1,0.382,0.6972,1
SUB-0146,CIHAZ_FIRSATI,72,12.37,944,134.38,EKONOMIK,6,6,1,0.382,0.7588,1
SUB-0146,SADAKAT,72,12.37,944,134.38,EKONOMIK,6,6,1,0.382,0.9816,1
SUB-0147,EK_PAKET,3,13.19,558,411.73,STANDART,0,0,3,-0.12,0.2945,0
SUB-0147,TARIFE_YUKSELTME,3,13.19,558,411.73,STANDART,0,0,3,-0.12,0.5424,1
SUB-0147,CIHAZ_FIRSATI,3,13.19,558,411.73,STANDART,0,0,3,-0.12,0.2197,0
SUB-0147,SADAKAT,3,13.19,558,411.73,STANDART,0,0,3,-0.12,0.3563,1
SUB-0148,EK_PAKET,20,6.36,148,521.69,PREMIUM,1,2,1,0.835,0.4432,0
SUB-0148,TARIFE_YUKSELTME,20,6.36,148,521.69,PREMIUM,1,2,1,0.835,0.35,1
SUB-0148,CIHAZ_FIRSATI,20,6.36,148,521.69,PREMIUM,1,2,1,0.835,0.7043,1
SUB-0148,SADAKAT,20,6.36,148,521.69,PREMIUM,1,2,1,0.835,0.6922,1
SUB-0149,EK_PAKET,70,12.89,218,148.72,EKONOMIK,3,8,1,0.03,0.3159,0
SUB-0149,TARIFE_YUKSELTME,70,12.89,218,148.72,EKONOMIK,3,8,1,0.03,0.3362,1
SUB-0149,CIHAZ_FIRSATI,70,12.89,218,148.72,EKONOMIK,3,8,1,0.03,0.5634,1
SUB-0149,SADAKAT,70,12.89,218,148.72,EKONOMIK,3,8,1,0.03,0.587,1
SUB-0150,EK_PAKET,5,8.27,320,193.86,EKONOMIK,0,0,0,-0.052,0.3684,0
SUB-0150,TARIFE_YUKSELTME,5,8.27,320,193.86,EKONOMIK,0,0,0,-0.052,0.4825,0
SUB-0150,CIHAZ_FIRSATI,5,8.27,320,193.86,EKONOMIK,0,0,0,-0.052,0.4016,0
SUB-0150,SADAKAT,5,8.27,320,193.86,EKONOMIK,0,0,0,-0.052,0.5097,1
SUB-0151,EK_PAKET,72,9.16,1336,516.85,PREMIUM,4,8,0,0.051,0.3518,0
SUB-0151,TARIFE_YUKSELTME,72,9.16,1336,516.85,PREMIUM,4,8,0,0.051,0.1834,0
SUB-0151,CIHAZ_FIRSATI,72,9.16,1336,516.85,PREMIUM,4,8,0,0.051,0.8162,1
SUB-0151,SADAKAT,72,9.16,1336,516.85,PREMIUM,4,8,0,0.051,0.8477,1
SUB-0152,EK_PAKET,24,19.47,1384,557.5,PREMIUM,1,3,1,0.06,0.4939,1
SUB-0152,TARIFE_YUKSELTME,24,19.47,1384,557.5,PREMIUM,1,3,1,0.06,0.3129,0
SUB-0152,CIHAZ_FIRSATI,24,19.47,1384,557.5,PREMIUM,1,3,1,0.06,0.5715,1
SUB-0152,SADAKAT,24,19.47,1384,557.5,PREMIUM,1,3,1,0.06,0.4314,1
SUB-0153,EK_PAKET,78,3.58,1278,298.6,STANDART,9,4,0,0.202,0.4543,0
SUB-0153,TARIFE_YUKSELTME,78,3.58,1278,298.6,STANDART,9,4,0,0.202,0.5228,0
SUB-0153,CIHAZ_FIRSATI,78,3.58,1278,298.6,STANDART,9,4,0,0.202,0.99,1
SUB-0153,SADAKAT,78,3.58,1278,298.6,STANDART,9,4,0,0.202,0.99,1
SUB-0154,EK_PAKET,25,0.89,460,432.35,PREMIUM,4,0,0,0.777,0.5342,0
SUB-0154,TARIFE_YUKSELTME,25,0.89,460,432.35,PREMIUM,4,0,0,0.777,0.4438,0
SUB-0154,CIHAZ_FIRSATI,25,0.89,460,432.35,PREMIUM,4,0,0,0.777,0.9793,1
SUB-0154,SADAKAT,25,0.89,460,432.35,PREMIUM,4,0,0,0.777,0.9276,0
SUB-0155,EK_PAKET,37,18.54,2515,217.51,EKONOMIK,0,6,1,-0.326,0.3924,1
SUB-0155,TARIFE_YUKSELTME,37,18.54,2515,217.51,EKONOMIK,0,6,1,-0.326,0.3297,0
SUB-0155,CIHAZ_FIRSATI,37,18.54,2515,217.51,EKONOMIK,0,6,1,-0.326,0.5559,0
SUB-0155,SADAKAT,37,18.54,2515,217.51,EKONOMIK,0,6,1,-0.326,0.3835,1
SUB-0156,EK_PAKET,56,12.9,228,394.57,STANDART,5,4,1,0.271,0.4899,1
SUB-0156,TARIFE_YUKSELTME,56,12.9,228,394.57,STANDART,5,4,1,0.271,0.5021,0
SUB-0156,CIHAZ_FIRSATI,56,12.9,228,394.57,STANDART,5,4,1,0.271,0.8466,1
SUB-0156,SADAKAT,56,12.9,228,394.57,STANDART,5,4,1,0.271,0.9147,1
SUB-0157,EK_PAKET,11,25.99,310,395.6,STANDART,1,0,0,0.123,0.8845,1
SUB-0157,TARIFE_YUKSELTME,11,25.99,310,395.6,STANDART,1,0,0,0.123,0.8706,0
SUB-0157,CIHAZ_FIRSATI,11,25.99,310,395.6,STANDART,1,0,0,0.123,0.7046,1
SUB-0157,SADAKAT,11,25.99,310,395.6,STANDART,1,0,0,0.123,0.7348,1
SUB-0158,EK_PAKET,47,6.0,784,131.96,EKONOMIK,2,5,0,-0.5,0.3334,0
SUB-0158,TARIFE_YUKSELTME,47,6.0,784,131.96,EKONOMIK,2,5,0,-0.5,0.212,0
SUB-0158,CIHAZ_FIRSATI,47,6.0,784,131.96,EKONOMIK,2,5,0,-0.5,0.666,0
SUB-0158,SADAKAT,47,6.0,784,131.96,EKONOMIK,2,5,0,-0.5,0.6548,1
SUB-0159,EK_PAKET,43,10.42,513,286.58,STANDART,1,6,0,0.32,0.3558,0
SUB-0159,TARIFE_YUKSELTME,43,10.42,513,286.58,STANDART,1,6,0,0.32,0.526,0
SUB-0159,CIHAZ_FIRSATI,43,10.42,513,286.58,STANDART,1,6,0,0.32,0.7784,1
SUB-0159,SADAKAT,43,10.42,513,286.58,STANDART,1,6,0,0.32,0.6233,0
SUB-0160,EK_PAKET,66,11.97,535,297.46,STANDART,1,10,0,0.494,0.5123,0
SUB-0160,TARIFE_YUKSELTME,66,11.97,535,297.46,STANDART,1,10,0,0.494,0.5319,1
SUB-0160,CIHAZ_FIRSATI,66,11.97,535,297.46,STANDART,1,10,0,0.494,0.5355,1
SUB-0160,SADAKAT,66,11.97,535,297.46,STANDART,1,10,0,0.494,0.7393,1
SUB-0161,EK_PAKET,84,7.0,173,281.34,STANDART,9,5,0,-0.25,0.476,1
SUB-0161,TARIFE_YUKSELTME,84,7.0,173,281.34,STANDART,9,5,0,-0.25,0.514,1
SUB-0161,CIHAZ_FIRSATI,84,7.0,173,281.34,STANDART,9,5,0,-0.25,0.8776,1
SUB-0161,SADAKAT,84,7.0,173,281.34,STANDART,9,5,0,-0.25,0.8313,1
SUB-0162,EK_PAKET,56,5.38,398,269.11,STANDART,1,8,1,-0.033,0.3804,0
SUB-0162,TARIFE_YUKSELTME,56,5.38,398,269.11,STANDART,1,8,1,-0.033,0.2591,1
SUB-0162,CIHAZ_FIRSATI,56,5.38,398,269.11,STANDART,1,8,1,-0.033,0.5592,0
SUB-0162,SADAKAT,56,5.38,398,269.11,STANDART,1,8,1,-0.033,0.6819,1
SUB-0163,EK_PAKET,35,19.16,231,382.89,STANDART,4,1,0,-0.554,0.642,1
SUB-0163,TARIFE_YUKSELTME,35,19.16,231,382.89,STANDART,4,1,0,-0.554,0.6962,0
SUB-0163,CIHAZ_FIRSATI,35,19.16,231,382.89,STANDART,4,1,0,-0.554,0.729,0
SUB-0163,SADAKAT,35,19.16,231,382.89,STANDART,4,1,0,-0.554,0.7726,1
SUB-0164,EK_PAKET,35,3.26,116,65.35,EKONOMIK,3,2,0,-0.391,0.2615,1
SUB-0164,TARIFE_YUKSELTME,35,3.26,116,65.35,EKONOMIK,3,2,0,-0.391,0.5114,0
SUB-0164,CIHAZ_FIRSATI,35,3.26,116,65.35,EKONOMIK,3,2,0,-0.391,0.6653,1
SUB-0164,SADAKAT,35,3.26,116,65.35,EKONOMIK,3,2,0,-0.391,0.8153,1
SUB-0165,EK_PAKET,36,4.65,255,175.42,EKONOMIK,2,4,0,0.417,0.4161,0
SUB-0165,TARIFE_YUKSELTME,36,4.65,255,175.42,EKONOMIK,2,4,0,0.417,0.4154,0
SUB-0165,CIHAZ_FIRSATI,36,4.65,255,175.42,EKONOMIK,2,4,0,0.417,0.707,1
SUB-0165,SADAKAT,36,4.65,255,175.42,EKONOMIK,2,4,0,0.417,0.7354,1
SUB-0166,EK_PAKET,69,10.16,513,290.53,STANDART,1,10,1,-0.193,0.3445,1
SUB-0166,TARIFE_YUKSELTME,69,10.16,513,290.53,STANDART,1,10,1,-0.193,0.2414,0
SUB-0166,CIHAZ_FIRSATI,69,10.16,513,290.53,STANDART,1,10,1,-0.193,0.4706,0
SUB-0166,SADAKAT,69,10.16,513,290.53,STANDART,1,10,1,-0.193,0.5963,0
SUB-0167,EK_PAKET,27,20.66,697,228.06,EKONOMIK,3,1,1,-0.418,0.7759,1
SUB-0167,TARIFE_YUKSELTME,27,20.66,697,228.06,EKONOMIK,3,1,1,-0.418,0.7169,1
SUB-0167,CIHAZ_FIRSATI,27,20.66,697,228.06,EKONOMIK,3,1,1,-0.418,0.6415,1
SUB-0167,SADAKAT,27,20.66,697,228.06,EKONOMIK,3,1,1,-0.418,0.4988,0
SUB-0168,EK_PAKET,15,7.37,56,108.08,EKONOMIK,2,0,0,0.13,0.5785,0
SUB-0168,TARIFE_YUKSELTME,15,7.37,56,108.08,EKONOMIK,2,0,0,0.13,0.7564,1
SUB-0168,CIHAZ_FIRSATI,15,7.37,56,108.08,EKONOMIK,2,0,0,0.13,0.6691,0
SUB-0168,SADAKAT,15,7.37,56,108.08,EKONOMIK,2,0,0,0.13,0.5865,1
SUB-0169,EK_PAKET,29,6.65,413,203.06,EKONOMIK,2,2,1,-0.213,0.3404,1
SUB-0169,TARIFE_YUKSELTME,29,6.65,413,203.06,EKONOMIK,2,2,1,-0.213,0.4705,1
SUB-0169,CIHAZ_FIRSATI,29,6.65,413,203.06,EKONOMIK,2,2,1,-0.213,0.3,0
SUB-0169,SADAKAT,29,6.65,413,203.06,EKONOMIK,2,2,1,-0.213,0.5634,0
SUB-0170,EK_PAKET,2,9.72,384,213.56,EKONOMIK,0,0,0,-0.115,0.3974,0
SUB-0170,TARIFE_YUKSELTME,2,9.72,384,213.56,EKONOMIK,0,0,0,-0.115,0.6095,0
SUB-0170,CIHAZ_FIRSATI,2,9.72,384,213.56,EKONOMIK,0,0,0,-0.115,0.3896,0
SUB-0170,SADAKAT,2,9.72,384,213.56,EKONOMIK,0,0,0,-0.115,0.5164,1
SUB-0171,EK_PAKET,9,14.44,494,583.35,PREMIUM,0,1,0,0.309,0.5379,1
SUB-0171,TARIFE_YUKSELTME,9,14.44,494,583.35,PREMIUM,0,1,0,0.309,0.3096,1
SUB-0171,CIHAZ_FIRSATI,9,14.44,494,583.35,PREMIUM,0,1,0,0.309,0.7153,0
SUB-0171,SADAKAT,9,14.44,494,583.35,PREMIUM,0,1,0,0.309,0.4689,0
SUB-0172,EK_PAKET,8,8.62,151,238.19,STANDART,1,0,2,-0.517,0.3487,0
SUB-0172,TARIFE_YUKSELTME,8,8.62,151,238.19,STANDART,1,0,2,-0.517,0.4197,0
SUB-0172,CIHAZ_FIRSATI,8,8.62,151,238.19,STANDART,1,0,2,-0.517,0.3835,1
SUB-0172,SADAKAT,8,8.62,151,238.19,STANDART,1,0,2,-0.517,0.5649,0
SUB-0173,EK_PAKET,65,22.42,154,614.07,PREMIUM,4,6,1,-0.347,0.6042,0
SUB-0173,TARIFE_YUKSELTME,65,22.42,154,614.07,PREMIUM,4,6,1,-0.347,0.2996,0
SUB-0173,CIHAZ_FIRSATI,65,22.42,154,614.07,PREMIUM,4,6,1,-0.347,0.884,1
SUB-0173,SADAKAT,65,22.42,154,614.07,PREMIUM,4,6,1,-0.347,0.7361,1
SUB-0174,EK_PAKET,61,23.05,961,239.9,EKONOMIK,3,7,1,0.024,0.5508,0
SUB-0174,TARIFE_YUKSELTME,61,23.05,961,239.9,EKONOMIK,3,7,1,0.024,0.717,1
SUB-0174,CIHAZ_FIRSATI,61,23.05,961,239.9,EKONOMIK,3,7,1,0.024,0.5858,1
SUB-0174,SADAKAT,61,23.05,961,239.9,EKONOMIK,3,7,1,0.024,0.6066,1
SUB-0175,EK_PAKET,59,10.16,201,241.5,STANDART,9,0,1,0.309,0.5341,0
SUB-0175,TARIFE_YUKSELTME,59,10.16,201,241.5,STANDART,9,0,1,0.309,0.5745,1
SUB-0175,CIHAZ_FIRSATI,59,10.16,201,241.5,STANDART,9,0,1,0.309,0.99,1
SUB-0175,SADAKAT,59,10.16,201,241.5,STANDART,9,0,1,0.309,0.985,1
SUB-0176,EK_PAKET,39,36.01,298,421.09,STANDART,5,1,0,0.483,0.8471,1
SUB-0176,TARIFE_YUKSELTME,39,36.01,298,421.09,STANDART,5,1,0,0.483,0.9665,1
SUB-0176,CIHAZ_FIRSATI,39,36.01,298,421.09,STANDART,5,1,0,0.483,0.99,1
SUB-0176,SADAKAT,39,36.01,298,421.09,STANDART,5,1,0,0.483,0.8489,1
SUB-0177,EK_PAKET,61,11.78,324,327.58,STANDART,2,8,1,-0.263,0.2835,0
SUB-0177,TARIFE_YUKSELTME,61,11.78,324,327.58,STANDART,2,8,1,-0.263,0.5389,0
SUB-0177,CIHAZ_FIRSATI,61,11.78,324,327.58,STANDART,2,8,1,-0.263,0.6137,1
SUB-0177,SADAKAT,61,11.78,324,327.58,STANDART,2,8,1,-0.263,0.4958,0
SUB-0178,EK_PAKET,14,22.54,234,603.68,PREMIUM,1,1,1,0.298,0.6518,0
SUB-0178,TARIFE_YUKSELTME,14,22.54,234,603.68,PREMIUM,1,1,1,0.298,0.3456,1
SUB-0178,CIHAZ_FIRSATI,14,22.54,234,603.68,PREMIUM,1,1,1,0.298,0.6664,1
SUB-0178,SADAKAT,14,22.54,234,603.68,PREMIUM,1,1,1,0.298,0.4881,0
SUB-0179,EK_PAKET,76,14.16,591,550.8,PREMIUM,10,2,0,-0.224,0.5858,0
SUB-0179,TARIFE_YUKSELTME,76,14.16,591,550.8,PREMIUM,10,2,0,-0.224,0.6385,1
SUB-0179,CIHAZ_FIRSATI,76,14.16,591,550.8,PREMIUM,10,2,0,-0.224,0.875,1
SUB-0179,SADAKAT,76,14.16,591,550.8,PREMIUM,10,2,0,-0.224,0.8118,1
SUB-0180,EK_PAKET,43,13.98,556,554.54,PREMIUM,0,7,1,0.609,0.3327,1
SUB-0180,TARIFE_YUKSELTME,43,13.98,556,554.54,PREMIUM,0,7,1,0.609,0.3,0
SUB-0180,CIHAZ_FIRSATI,43,13.98,556,554.54,PREMIUM,0,7,1,0.609,0.7318,1
SUB-0180,SADAKAT,43,13.98,556,554.54,PREMIUM,0,7,1,0.609,0.56,0
SUB-0181,EK_PAKET,79,2.57,371,190.51,EKONOMIK,7,6,2,-0.507,0.1287,1
SUB-0181,TARIFE_YUKSELTME,79,2.57,371,190.51,EKONOMIK,7,6,2,-0.507,0.3132,0
SUB-0181,CIHAZ_FIRSATI,79,2.57,371,190.51,EKONOMIK,7,6,2,-0.507,0.6472,0
SUB-0181,SADAKAT,79,2.57,371,190.51,EKONOMIK,7,6,2,-0.507,0.6302,1
SUB-0182,EK_PAKET,13,4.31,246,188.44,EKONOMIK,1,1,0,0.515,0.5124,1
SUB-0182,TARIFE_YUKSELTME,13,4.31,246,188.44,EKONOMIK,1,1,0,0.515,0.4724,1
SUB-0182,CIHAZ_FIRSATI,13,4.31,246,188.44,EKONOMIK,1,1,0,0.515,0.526,1
SUB-0182,SADAKAT,13,4.31,246,188.44,EKONOMIK,1,1,0,0.515,0.6934,1
SUB-0183,EK_PAKET,42,8.96,348,185.66,STANDART,4,3,0,-0.18,0.4945,0
SUB-0183,TARIFE_YUKSELTME,42,8.96,348,185.66,STANDART,4,3,0,-0.18,0.3799,0
SUB-0183,CIHAZ_FIRSATI,42,8.96,348,185.66,STANDART,4,3,0,-0.18,0.734,1
SUB-0183,SADAKAT,42,8.96,348,185.66,STANDART,4,3,0,-0.18,0.9075,1
SUB-0184,EK_PAKET,59,22.93,440,210.5,EKONOMIK,5,4,1,0.675,0.8408,1
SUB-0184,TARIFE_YUKSELTME,59,22.93,440,210.5,EKONOMIK,5,4,1,0.675,0.7647,1
SUB-0184,CIHAZ_FIRSATI,59,22.93,440,210.5,EKONOMIK,5,4,1,0.675,0.8148,1
SUB-0184,SADAKAT,59,22.93,440,210.5,EKONOMIK,5,4,1,0.675,0.9153,1
SUB-0185,EK_PAKET,42,14.3,218,317.76,STANDART,2,5,0,0.257,0.6245,0
SUB-0185,TARIFE_YUKSELTME,42,14.3,218,317.76,STANDART,2,5,0,0.257,0.4484,0
SUB-0185,CIHAZ_FIRSATI,42,14.3,218,317.76,STANDART,2,5,0,0.257,0.753,1
SUB-0185,SADAKAT,42,14.3,218,317.76,STANDART,2,5,0,0.257,0.6776,1
SUB-0186,EK_PAKET,38,9.03,623,230.54,STANDART,2,4,0,-0.306,0.3858,1
SUB-0186,TARIFE_YUKSELTME,38,9.03,623,230.54,STANDART,2,4,0,-0.306,0.3341,1
SUB-0186,CIHAZ_FIRSATI,38,9.03,623,230.54,STANDART,2,4,0,-0.306,0.7087,1
SUB-0186,SADAKAT,38,9.03,623,230.54,STANDART,2,4,0,-0.306,0.7345,1
SUB-0187,EK_PAKET,14,17.08,824,340.63,STANDART,0,2,1,-0.213,0.4641,0
SUB-0187,TARIFE_YUKSELTME,14,17.08,824,340.63,STANDART,0,2,1,-0.213,0.5962,0
SUB-0187,CIHAZ_FIRSATI,14,17.08,824,340.63,STANDART,0,2,1,-0.213,0.3273,0
SUB-0187,SADAKAT,14,17.08,824,340.63,STANDART,0,2,1,-0.213,0.3891,0
SUB-0188,EK_PAKET,33,22.38,1073,630.66,PREMIUM,3,2,0,0.323,0.8432,1
SUB-0188,TARIFE_YUKSELTME,33,22.38,1073,630.66,PREMIUM,3,2,0,0.323,0.5966,1
SUB-0188,CIHAZ_FIRSATI,33,22.38,1073,630.66,PREMIUM,3,2,0,0.323,0.8371,0
SUB-0188,SADAKAT,33,22.38,1073,630.66,PREMIUM,3,2,0,0.323,0.7547,1
SUB-0189,EK_PAKET,21,11.25,1030,267.17,STANDART,0,3,1,0.338,0.4784,1
SUB-0189,TARIFE_YUKSELTME,21,11.25,1030,267.17,STANDART,0,3,1,0.338,0.4342,1
SUB-0189,CIHAZ_FIRSATI,21,11.25,1030,267.17,STANDART,0,3,1,0.338,0.5429,1
SUB-0189,SADAKAT,21,11.25,1030,267.17,STANDART,0,3,1,0.338,0.4645,0
SUB-0190,EK_PAKET,26,13.13,322,192.54,EKONOMIK,3,1,0,0.025,0.7134,1
SUB-0190,TARIFE_YUKSELTME,26,13.13,322,192.54,EKONOMIK,3,1,0,0.025,0.692,1
SUB-0190,CIHAZ_FIRSATI,26,13.13,322,192.54,EKONOMIK,3,1,0,0.025,0.7431,1
SUB-0190,SADAKAT,26,13.13,322,192.54,EKONOMIK,3,1,0,0.025,0.6707,1
SUB-0191,EK_PAKET,58,11.97,456,137.22,EKONOMIK,3,6,1,-0.014,0.4214,0
SUB-0191,TARIFE_YUKSELTME,58,11.97,456,137.22,EKONOMIK,3,6,1,-0.014,0.4151,0
SUB-0191,CIHAZ_FIRSATI,58,11.97,456,137.22,EKONOMIK,3,6,1,-0.014,0.6406,0
SUB-0191,SADAKAT,58,11.97,456,137.22,EKONOMIK,3,6,1,-0.014,0.6749,1
SUB-0192,EK_PAKET,53,10.74,365,281.46,STANDART,4,4,1,0.235,0.464,1
SUB-0192,TARIFE_YUKSELTME,53,10.74,365,281.46,STANDART,4,4,1,0.235,0.6277,0
SUB-0192,CIHAZ_FIRSATI,53,10.74,365,281.46,STANDART,4,4,1,0.235,0.7724,1
SUB-0192,SADAKAT,53,10.74,365,281.46,STANDART,4,4,1,0.235,0.7941,0
SUB-0193,EK_PAKET,52,5.95,364,345.86,STANDART,2,6,1,0.016,0.3617,0
SUB-0193,TARIFE_YUKSELTME,52,5.95,364,345.86,STANDART,2,6,1,0.016,0.4056,1
SUB-0193,CIHAZ_FIRSATI,52,5.95,364,345.86,STANDART,2,6,1,0.016,0.5644,0
SUB-0193,SADAKAT,52,5.95,364,345.86,STANDART,2,6,1,0.016,0.5383,1
SUB-0194,EK_PAKET,31,5.57,346,123.36,EKONOMIK,1,4,2,-0.563,0.1428,0
